z,lon,lat,station,state,county,name,network,present,missing,9/1/2021,flag,time,9/2/2021,flag,time,Notes
0.5,-79.697897,41.384553,PA-VN-5,PA,Venango,Seneca 0.7 NNE,coco,2,0,0.26,,7,0.24,,7,
0.06,-79.763943,41.567009,PA-VN-11,PA,Venango,Titusville 6.3 SW,coco,2,0,0.05,,7,0.01,,7,
0,-79.297,41.9301,361362,PA,Warren,CHANDLERS VALLEY 1SE,coop,2,0,0, ,6,0, ,6,
0.02,-79.1494,41.8467,369298,PA,Warren,WARREN,coop,2,0,0.02, ,6,0, ,6,
4.48,-80.3314,40.3794,PA-WS-32,PA,Washington,Bulger 0.2 WNW,coco,2,0,2.98,,6,1.5,,6,
5.29,-80.238483,40.300544,PA-WS-22,PA,Washington,Canonsburg 3.7 NW,coco,2,0,4.63,,7,0.66,,7,
2,-79.85778,40.11073,PA-WS-25,PA,Washington,Dunlevy 0.1 SSE,coco,2,0,1.68,,8,0.32,,8,
5.03,-80.0059,40.2603,PA-WS-21,PA,Washington,Finleyville 0.5 NNW,coco,2,0,4.75,,7,0.28,,7,
2.03,-80.28333,40.13333,KAFJ,PA,Washington,WASHINGTON COUNTY AP,asos,1,1,2.03, ,24,X,X,X,
4.4,-75.0880169,41.6170307,PA-WN-60,PA,Wayne,Beach Lake 3.3 ENE,coco,2,0,0.26,,7,4.14,,7,
3.68,-75.35903931,41.59018326,PA-WN-26,PA,Wayne,Canaan - 11,coco,2,0,0.14,,7,3.54,,7,
4.75,-75.269618,41.523743,PA-WN-38,PA,Wayne,CHERRY RIDGE 13A,coco,2,0,0.16,,7,4.59,,7,
3.21,-75.283316,41.604779,PA-WN-12,PA,Wayne,Dyberry - 19,coco,2,0,0.16,,7,3.05,,7,
6.06,-75.159051,41.502728,PA-WN-13,PA,Wayne,Hawley - 15,coco,2,0,0.16,,7,5.9,,7,
5.76,-75.43579,41.352815,PA-WN-4,PA,Wayne,Moscow 4.9 E,coco,2,0,0.31,,7,5.45,,7,
6.53,-75.355,41.290845,PA-WN-2,PA,Wayne,Moscow 9.7 ESE,coco,2,0,0.34,,7,6.19,,7,
2.36,-75.4465,41.7394,367029,PA,Wayne,PLEASANT MOUNT 1 W,coop,2,0,0.21, ,6,2.15, ,6,
3.92,-75.335686,41.582352,PA-WN-35,PA,Wayne,PROMPTON - 25,coco,2,0,0.17,,7,3.75,,7,
3.71,-75.3303,41.589,367186,PA,Wayne,PROMPTON DAM,coop,2,0,0.17, ,6,3.54, ,6,
1.58,-75.471787,41.899224,PA-WN-10,PA,Wayne,Starrucca - 27,coco,2,0,0.11,,7,1.47,,7,
1.99,-79.8986,40.1468,361377,PA,Westmoreland,CHARLEROI LOCK 4,coop,2,0,1.72, ,5,0.27, ,5,
2.35,-79.4059,40.1276,362183,PA,Westmoreland,DONEGAL 2 NW,coop,2,0,1.25, ,6,1.1, ,6,
2.78,-79.700768,40.313851,PA-WT-56,PA,Westmoreland,Irwin 0.8 S,coco,2,0,2.19,,7,0.59,,7,
3.16,-79.2171,40.2039,364833,PA,Westmoreland,LAUGHLINTOWN 1SW,coop,2,0,2.1, ,7,1.06, ,7,
3.83,-79.62137604,40.61529541,PA-WT-19,PA,Westmoreland,Leechburg 1.4 SW,coco,2,0,2.73,,7,1.1,,7,
2.55,-79.215376,40.246834,PA-WT-55,PA,Westmoreland,Ligonier 1.2 E,coco,2,0,1.45,,7,1.1,,7,
3.89,-79.07090351,40.37728049,PA-WT-18,PA,Westmoreland,New Florence 0.2 ESE,coco,2,0,2.87,,9,1.02,,9,
3.28,-79.76116,40.5698,PA-WT-51,PA,Westmoreland,New Kensington 0.5 W,coco,2,0,2.37,,7,0.91,,7,
3.97,-79.67713,40.55995,PA-WT-41,PA,Westmoreland,New Kensington 3.9 E,coco,2,0,3.89,,9,0.08,,8,
2.8,-79.6274,40.2033,366310,PA,Westmoreland,NEW STANTON 1 SW,coop,2,0,1.9, ,6,0.9, ,6,
3.55,-79.643012,40.26144,PA-WT-37,PA,Westmoreland,New Stanton 3.3 NNW,coco,2,0,2.78,,7,0.77,,7,
3.69,-79.5459,40.5101,367782,PA,Westmoreland,SALINA 3 W,coop,2,0,2.62, ,6,1.07, ,6,
2.87,-75.9269,41.5394,369900,PA,Wyoming,WYOMING COUNTY EOC,coop,2,0,0.5, ,7,2.37, ,7,
6.58,-76.917826,39.973363,PA-YR-2,PA,York,Dover 4.2 WSW,coco,2,0,0.79,,9,5.79,,7,
6.58,-76.92313,39.913116,PA-YR-37,PA,York,East Berlin 3.4 ESE,coco,2,0,0.46,,6,6.12,,6,
7.49,-76.97132874,39.79539108,PA-YR-27,PA,York,Hanover 1.3 SSE,coco,2,0,0.76,,7,6.73,,6,
5.27,-76.85139,40.21722,KCXY,PA,York,HARRISBURG CAPITAL CITY AP,asos,2,0,5.27, ,24,0, ,24,
7.72,-76.788603,40.057395,PA-YR-34,PA,York,Manchester 3.6 W,coco,2,0,0.4,,7,7.32,,7,
7.42,-76.694775,40.048814,PA-YR-20,PA,York,Mount Wolf 1.0 SE,coco,2,0,0.64,,7,6.78,,7,
3.33,-76.593261,39.74533,PA-YR-38,PA,York,Stewartstown 0.5 S,coco,2,0,0.89,,7,2.44,,7,
8.61,-76.7791,40.16119,PA-YR-8,PA,York,Valley Green 0.8 ENE,coco,2,0,0.39,,7,8.22,,6,
6.32,-76.753305,39.9964609,PA-YR-17,PA,York,York 2.5 NNW,coco,2,0,0.68,,7,5.64,,7,
6.4,-76.8103,39.9817,PA-YR-40,PA,York,York 4.3 WNW,coco,2,0,0.7,,7,5.7,,7,
5.71,-76.653485,39.988373,PA-YR-32,PA,York,York 4.5 ENE,coco,2,0,0.92,,8,4.79,,8,
6.59,-76.87417,39.91806,KTHV,PA,York,YORK AIRPORT,asos,2,0,6.59, ,24,0, ,24,
6.12,-76.57,39.958,PA-YR-35,PA,York,Yorkana 1.4 SE,coco,2,0,0.78,,8,5.34,,8,
